470073887,25, AZ
115034408,112, RI
76251138,40, ME
1462746314,107, GA
1222293689,42, NC
993968276,10, UT
603717632,40, DE
947121611,103, RI
1746085057,72, MT
1971779404,47, SD
862742290,88, WA
968012448,6, NJ
1309991796,95, UT
1662719695,38, MO
1327299928,37, TN
796583471,42, NJ
351709845,47, NY
1979749189,102, NH
496075297,4, RI
1097788555,81, ME
1876106284,18, KS
1170729344,55, IA
1736239811,109, AZ
1538965387,79, AZ
1032307020,65, DC
706971989,53, FL
1993915026,96, NH
208963544,87, WI
346302538,112, VA
666928184,4, HI
928081965,78, VA
679163923,14, MO
1430150177,26, CA
873644033,20, VA
1589069311,25, ME
974491721,38, GA
1429036298,109, MD
1679027219,72, AL
1640908288,48, KY
1521915818,35, TN
1104483948,106, OH
1966981270,12, NY
281991353,43, OH
1441640058,106, KY
967391223,67, MD
548528166,47, VT
1652597647,91, ND
991793737,38, MN
1063841303,47, RI
654719386,15, WV
289882688,109, LA
1476361834,95, KS
1207735677,99, NH
418847763,83, DE
1858084778,43, MS
1268379291,29, MT
812633629,67, GA
1769818464,2, AK
1067521995,86, MS
526482432,16, IL
716560714,89, WV
180927613,44, KS
1058631437,86, NY
1270491743,41, NM
499178770,101, OH
1671593597,86, AZ
1378197701,33, ND
996809092,113, TX
152218348,30, NV
1363141515,23, MN
1982809841,11, GA
1128625928,31, HI
1637128603,114, FL
591379017,9, MS
443942216,86, MI
1956412457,90, SC
1110242885,109, IN
106708323,43, NC
928462199,12, UT
1377295392,92, LA
740290797,46, MS
1143486305,57, MO
1732848812,15, MI
1341846652,33, AR
245646340,10, DE
490246328,83, VT
841669702,53, MI
1801788894,63, AR
1313744217,96, NV
1100581928,100, OR
1713677812,103, SC
488733936,46, OR
1328852531,39, ID
391685436,39, AZ
1099672292,42, IN
1053208472,11, MN
341662398,14, MI
1033876796,30, WI
1521610840,37, GA
1890359398,16, ND
1727563436,94, WV
356992038,83, NV
121813338,3, NM
1856071756,92, NV
992357140,56, NM
1697004046,25, WI
1062977994,61, DE
1258182806,10, TN
161827229,97, RI
1884566190,34, VT
1684312224,103, AK
809004310,30, OR
1852822242,92, KY
1419010884,47, CT
1461648236,43, VA
1705871011,5, VT
144034314,48, RI
1045985942,7, TN
1994060576,24, FL
1126606781,9, MT
1033459652,110, VT
273955665,43, MO
713775632,69, OR
1993822611,7, CO
1059763789,58, KS
1706629278,55, AR
32258362,89, FL
944361766,97, MA
358317805,94, AR
361400555,101, CA
1488901829,55, IN
759376078,23, NJ
1707183245,21, MI
172226828,71, SC
1705522118,26, KS
562952671,50, LA
1534186914,32, GA
919437704,54, IL
380892486,112, NJ
1374522534,40, NV
1500826956,80, MT
999130159,8, ID
1443833480,58, WA
689095318,27, MS
658834362,91, WA
1142006250,13, WA
1018235015,41, MN
885172425,39, CO
1021087705,43, CT
1794147025,74, NE
1370763454,59, AL
632354464,113, DC
785179173,49, LA
355606664,82, NE
1080635181,28, MT
63001293,18, NH
1081890016,1, LA
1195304648,46, MS
1350763418,44, MA
814505588,69, KS
79788388,38, VA
699318319,73, AL
150557202,98, WI
1021384365,78, PA
758121688,27, KY
378120039,81, DC
890103994,113, SD
1408303150,10, CT
832688650,33, CA
1581049959,97, NV
1806190790,91, MN
406344515,111, NC
163903124,94, CO
1747519501,97, ND
967042235,52, OH
1086291468,78, FL
305767235,92, MA
1060759033,103, NM
1451197448,82, IL
914661079,36, ND
1015351224,52, KY
1722806934,18, WA
1321239980,114, SD
1482903281,52, NH
429965640,107, AL
1649537397,64, MD
18711119,62, OR
684775817,3, MI
1384792371,79, WA
148435427,104, SD
801426310,74, CO
1119304936,106, WV
979007980,16, CT
1862759349,35, WI
1393164361,50, MT
1168093669,57, NM
1298312664,83, AL
1535483999,56, TN
1075233474,46, ND
864971674,75, NV
59555608,16, ME
146708044,79, WI
1566651215,70, AL
1094399834,99, KY
1606803653,42, WA
144345712,68, MN
36627139,69, ND
1973204185,34, DE
1708425025,89, RI
1662219290,20, MO
1826983413,94, NV
1944874675,35, IA
1923049961,7, KY
1419241225,67, VT
820605036,33, ID
905218837,82, DC
1047960051,30, ID
1676038078,53, MA
1345486978,20, NJ
1198213807,52, PA
1003718287,63, VT
1702530073,2, NY
1408066186,52, MT
1016900586,57, MT
1374862930,46, MI
822797342,80, PA
948427630,28, TN
1073704034,87, VA
197304273,74, LA
355318040,98, WA
909023326,86, OK
442821774,79, NV
1062168978,57, VA
408326881,23, NJ
1011912683,103, AZ
1948393417,8, NE
1347632416,43, VT
907812737,81, AK
1065595431,34, AK
1613109864,64, SD
541011835,32, VT
452038901,100, NH
1568283733,49, NC
541112391,74, OR
1448757948,42, WA
162440018,34, MT
1109172622,57, CT
606863733,28, AZ
106674413,66, GA
527713034,60, VT
1082584777,84, IL
1327058211,79, TN
808603195,69, GA
1267451792,14, ME
1378399791,17, ND
1233615585,5, CA
984701526,41, NV
1219618840,4, MT
1597920652,2, VA
969222149,4, ID
1523808014,28, NH
114579645,67, NY
559448097,36, IN
10054515,99, PA
1573054526,80, CT
811824080,48, MD
1339388831,51, NC
1395613565,2, NE
553552624,41, NJ
1372850023,84, FL
83772526,28, FL
293973535,54, WV
1721560509,31, FL
550649652,59, AL
1407318835,6, KS
441796985,88, PA
562189427,105, VA
871651996,89, WV
528249232,82, WY
1635167354,33, UT
1248483072,81, MT
686293764,74, TX
213092910,5, NM
1472521683,14, ND
705869697,23, TN
1444043887,78, NJ
1527725050,78, HI
940585269,73, IL
1107749320,22, TX
1481225286,102, CT
411778218,103, MO
1489354944,14, CT
113374165,41, DE
1936953974,81, WY
1665822347,21, PA
874580144,23, AR
932410343,59, KY
973309119,102, SC
1495371126,88, VT
607278431,17, HI
869389181,46, IL
1968042572,78, VA
1840573215,78, WI
1211908973,39, MD
406695884,92, LA
148486015,59, MD
1806545044,35, ND
153744947,107, IA
533106012,34, MD
878570509,13, KY
138611969,70, ND
595350153,99, WI
1715254000,72, SD
1742689621,39, VA
673380794,31, KY
1937408931,89, CO
1105540523,16, MS
974915295,97, KY
1122814323,54, KY
1558598226,64, VA
212731494,17, WY
1659269461,11, VT
1068157137,33, WI
1385412725,47, AK
657728623,40, FL
1625713003,84, ME
1671868966,66, DC
1003118768,51, NC
701385555,103, NE
1057153880,52, MS
974295159,103, HI
984658007,104, MS
880253966,23, DE
389397589,25, HI
336953283,81, MI
1227049394,4, AK
133496687,75, NV
1277247611,7, AZ
1354002562,87, VT
301632093,96, OK
1892477371,77, MN
1210253009,68, IA
535234153,112, DE
1144889869,69, NC
1867015050,74, AR
757694367,68, IN
86622323,79, PA
178723707,62, CA
1211214330,22, ME
5412108,31, CO
883435554,59, HI
393991577,59, KY
1811106818,44, SC
1345262057,76, IL
1386505736,110, NH
720855308,112, NJ
1614235941,24, OR
721311425,7, LA
1083482491,2, HI
1935579093,12, MA
1673332045,55, VA
98657088,57, NY
1498228653,9, SD
92716875,45, NY
535546862,85, AL
453006251,65, MO
1128338406,38, NM
1423560281,26, NM
1651561075,82, NY
210110161,14, HI
36148483,24, RI
1699269085,13, NC
186855895,65, OH
1220846088,54, OH
905088077,96, WI
602201965,55, OK
1632727444,60, TX
885668749,106, NV
155315555,1, MD
1761407557,66, NM
935093688,12, NJ
1262651161,95, CA
1288984982,2, LA
267528314,30, ND
79802973,98, LA
1534108844,1, MI
1761733208,58, AL
977487981,99, HI
277285437,16, MA
931202980,48, NV
1568474897,94, NC
312002697,103, LA
185872536,109, GA
1663426592,83, IL
1299555356,44, KY
433401636,18, WY
1437175907,78, AK
1349574778,94, WI
1991962377,30, SC
542062794,88, NM
67595931,49, IA
703139626,29, CO
190364195,88, MA
585137820,31, DE
1083514365,77, ND
323978465,104, SD
295639351,97, MS
1011431187,103, NV
990323155,57, KS
394238666,50, TX
1025707412,3, OH
1505988329,57, DC
161039410,51, LA
544739632,99, WI
977976652,41, ID
909557847,58, MD
834334531,25, AK
747887172,83, NV
1697089479,37, WY
1514758276,5, ID
1389280256,34, MS
1309557053,58, VA
160885615,43, DC
1799819062,52, FL
190680064,33, DE
1271486371,12, UT
988913355,61, ME
896645323,105, VA
1204251314,27, LA
1103014115,9, DE
545051831,46, IL
1266526319,10, IN
1399686578,62, AL
1160622128,32, PA
1039980520,27, NV
1464639618,87, SC
1779517039,72, WY
1663894146,56, OK
1766679982,95, TN
1321557346,23, CA
623489812,16, NY
1241936636,6, TX
836378120,49, WA
1287033421,33, VT
567905963,85, NC
1602893177,33, AL
877152981,45, UT
1348158619,112, ND
1546389629,7, MD
811985756,19, CO
942977630,19, CA
1414539062,83, CO
899105460,54, NY
1399130289,91, NC
1782110498,74, PA
978960452,26, KY
1559302733,28, NJ
1748035948,85, KS
386067655,37, SC
756049192,28, NV
61736999,10, ND
1855408404,13, KS
997224055,13, ND
1448342701,47, NY
1199449982,79, NH
461727877,98, NM
614009940,11, NE
1346800504,45, OK
596128632,64, MI
937580560,50, ID
1572983867,23, DC
21612231,103, NC
658046493,107, AK
231728072,104, TN
778338251,24, WY
25512793,47, AL
340510831,87, DE
1089099803,89, DE
1588877237,40, SD
423302316,64, AL
582257102,85, AR
301549212,41, AZ
1029444135,6, VT
858881641,6, DE
504839332,51, MS
1187809574,9, WA
1916922028,94, MA
1461862426,2, HI
376896067,17, MT
1813771048,2, NH
1101462296,66, WI
112085280,11, OK
1030739468,110, DE
931532591,94, CT
429221846,98, GA
1479836907,112, TX
878835655,114, NV
1955731158,54, ND
1789004153,12, MI
767557476,31, WV
646960481,17, VA
580146358,52, AL
1000104804,33, WY
775112614,82, VA
459968951,104, WI
1902350043,12, LA
684579813,76, SD
857130232,81, AL
1966048451,43, SD
1551387965,113, LA
918212464,7, RI
1229229045,1, MD
564937473,110, KS
1935253162,48, NV
634797863,58, HI
1598287880,75, RI
1754009113,100, CA
552473543,29, OR
966046869,6, KY
1201520415,81, UT
76379310,44, MO
357216377,97, AZ
1260575933,80, VA
995074462,91, CO
983015840,28, AK
89487204,98, DE
1450501719,24, MN
309992084,102, VA
1169581144,108, CA
1873924042,54, DE
1816272729,78, WI
797436463,76, OK
382043248,82, AZ
1741455775,20, DE
525964210,70, KS
855898730,46, MS
692874919,30, MA
1750894553,1, NC
541205341,62, VA
494564367,29, ME
1738268912,69, NM
1199673099,8, IN
262661015,51, NH
92909529,79, NC
57748447,112, IA
1229318702,65, CT
297579881,23, MS
593213945,90, ID
978416980,35, NV
1927590847,49, MI
933503850,77, CA
739464636,56, NC
251087958,95, AR
486227212,86, TX
1813531848,59, AL
30783368,60, MI
901497909,66, MN
1665980373,83, MI
1793224580,44, NM
1019676434,48, TN
1337642230,75, NY
1794988041,1, OH
1510834684,98, KS
1655942083,28, NM
1630146288,36, LA
266274284,73, NE
1160744880,111, GA
532861820,96, OR
962322357,56, NE
668040811,37, AZ
887749434,74, KY
1535481737,107, OR
706839612,48, IN
654437287,97, HI
1357342637,11, WI
840456646,92, WY
1846450735,57, WA
803890126,44, IL
899890928,88, WY
1990733351,68, NH
980823716,98, NE
1871202352,23, SC
1071022512,54, NC
526692953,56, ID
487719426,92, HI
606797449,20, OH
973067324,27, WI
945665992,106, VA
1875493133,63, SD
432890538,47, TX
1580067043,79, VT
154182598,14, WV
890016104,9, SD
706928696,104, IA
1695534957,48, VT
1015371781,65, RI
1452252452,57, ID
1070049482,12, OK
522639839,91, CT
1781240641,79, MI
899436973,26, OH
359237692,4, AR
959209095,91, DE
1194655818,111, AL
1154602482,33, AK
710627647,52, NM
1242571577,64, SD
829820192,108, GA
1427770296,89, KY
244619319,60, OK
1084004301,99, PA
914693237,77, DE
951823953,51, MT
510345794,79, MA
396829679,79, MI
4652895,67, IN
942546039,84, NH
1870971031,24, DE
1712593955,98, GA
1929691463,9, MA
1416999795,1, NH
1952855055,16, CT
1938500607,79, AR
859909150,89, MS
1741571962,93, TX
942598914,65, ND
1292449713,79, MI
386178267,55, RI
1968116056,1, WY
93693791,3, OR
631514830,27, AL
1647839779,84, OH
1651483480,10, KY
669123823,91, SC
422299212,113, SC
1866759997,97, AZ
1045177690,63, AZ
429682170,111, MT
1831512516,85, CT
1271430993,105, LA
1391408195,43, CT
846809616,88, UT
850401790,21, WY
65866450,45, SC
728513695,54, WA
1588897059,68, CA
1351385777,19, HI
1234018102,46, MT
1758051972,62, KS
831929051,9, NV
867453827,92, WY
1479078121,13, HI
936208555,76, MO
1976989736,31, HI
1403989596,87, CA
1123648897,84, MO
1809503473,17, MA
6752528,1, NC
1798998739,7, DC
781690931,50, AK
1814107091,63, CO
1243936980,76, WV
193785602,10, SC
122686086,38, NJ
221831542,99, AR
1316407344,49, AL
853416844,17, CT
1408233801,7, CO
1063233978,70, UT
1836708862,6, IL
1865660631,19, AK
1789964736,88, AL
123544984,84, WY
1684570111,86, OK
268964239,6, ME
1840629536,10, WV
1412891610,25, WI
1970344439,20, UT
1197947002,34, CT
1513710148,10, CA
1453033706,82, KY
878245632,79, PA
116397416,52, MO
1636221336,103, SD
1293477893,100, IL
61111069,51, WY
1029395334,21, NH
1931117397,64, CT
1427527061,85, WI
981719306,5, LA
1641542872,107, OR
629810674,82, NC
1984203997,100, RI
682484304,49, MS
605208837,17, CO
959574232,83, WY
1346407638,55, IN
762179494,83, MO
990699860,87, NH
1185051989,48, WV
625105497,54, MD
830694257,41, SD
1765367801,99, CO
1209284051,67, SD
1108865409,104, SC
1562529450,111, DE
1666552458,37, ID
899898184,109, SC
317608517,31, TX
462456293,105, RI
1099684823,29, RI
1317518578,92, SC
1102797429,10, MS
580352176,105, CO
566257365,47, HI
1349789244,19, TN
330626751,41, OR
1698925852,84, ND
1218528002,20, TN
1067695876,92, WY
1187702063,41, OK
119577492,85, IL
1798590410,73, AL
1208704001,34, AR
1072076478,32, LA
1920875262,30, OK
509658971,65, WV
758410108,56, MN
910130236,82, ME
1783655160,52, VA
1547925163,107, NC
1379174476,104, SD
1597173378,81, NH
699865215,75, IN
1637996722,6, CA
1938238709,17, NY
554077631,53, CT
292560061,38, TX
93167860,46, IN
271032628,92, VT
1106025518,13, OH
391848985,30, ME
466794825,62, IL
631031718,13, MT
1312950762,35, DE
341333903,74, PA
1216843990,29, DE
1937044925,109, AK
1903210538,77, WI
1889475653,104, DE
855839322,76, WI
1183708661,29, MS
242258312,47, NE
897849689,6, MD
121619374,22, AK
1624437830,90, ND
1011414974,98, RI
1674213378,24, WI
895949456,39, WV
536050909,18, MO
1259569268,79, MS
1886379982,110, IA
212566679,77, FL
1521291539,101, UT
1394659196,55, WY
965178191,60, NH
1251978,77, MI
1924938381,55, TX
1674723874,40, MO
1968159967,49, AL
163849432,34, KS
475491021,91, MD
309947350,105, MI
1075938745,71, VA
980162910,62, GA
311198413,69, VA
1508454933,107, MT
499542343,64, NV
324003951,111, KS
1141172996,11, MI
762572165,25, NH
1595731141,95, TX
1045164821,108, KS
1501915023,58, MI
1392783974,109, WA
786859777,45, AR
400345233,1, MT
1542809770,93, IA
1922382883,45, WV
1700465797,97, OR
1455672617,22, HI
263975778,12, KS
235458114,109, MD
716831697,21, TN
565431329,76, NV
52053648,21, CA
1263019664,20, WI
1944059914,47, SC
549040906,19, OR
981687300,84, SD
1648779885,64, CT
1973910456,9, NV
1049608252,46, ID
779387383,60, ME
1106435466,109, PA
994466792,86, TX
1769922718,40, WY
961298634,9, GA
81042361,66, WA
1375801728,2, VT
937867947,112, VT
1700898039,29, VA
1003647523,66, MS
392800960,64, KY
374803131,89, NC
1674437435,75, HI
459551634,14, MO
480613172,43, PA
945735288,46, NC
1348021012,24, NM
456315447,5, MI
1693601198,49, NE
479083952,75, IN
1534714741,31, WV
36658802,14, MO
903422631,54, MI
119683666,20, MT
1584433074,78, NC
1349818627,49, ND
1002013908,86, ND
1157674938,80, NJ
973358782,27, CT
823480426,19, CO
1352329710,111, GA
844098343,4, NM
829535901,111, LA
882361743,65, CA
923179479,6, WI
615864718,85, TN
1893316106,18, VT
1851894693,106, AZ
887529440,51, OK
1044294294,70, CO
1220140161,12, AZ
772611391,82, CA
417355876,11, DE
856415956,54, CA
1871838818,103, CO
28139218,38, TN
1904109210,56, AK
32566634,66, MN
760577389,98, KY
1016345156,94, GA
1097526442,53, TX
1781808813,110, MN
669944697,63, UT
983848902,84, IA
128092668,46, NE
1576415795,54, ME
770060636,25, TX
664232992,2, ID
934543832,31, IA
524535329,65, TX
196562474,96, ID
948671969,75, WA
725933100,6, KY
1618932644,3, SC
1642596005,73, ME
173140019,37, FL
752637608,35, LA
22213304,62, IN
1130883314,59, AR
737980568,95, RI
1057123345,4, IL
521763117,98, OR
1549962374,82, MA
1540277805,77, HI
391569364,108, WA
915428587,86, OK
661897833,67, CA
771156467,105, FL
439536602,100, MI
989272946,8, IA
1471967648,61, CO
641698957,17, CA
743665306,57, OK
1924953254,56, MN
137212891,93, UT
1524727055,12, MN
1396107125,56, ID
1199605960,25, NC
996236407,60, ID
1416970541,70, GA
857073470,11, WA
1111850440,32, NM
1917218732,10, NE
828816540,86, TN
1691787545,70, NC
135258551,30, NY
1684736506,97, MN
864034743,35, OH
1513821061,41, MO
1184713380,6, FL
1499628518,11, IA
1273261411,57, ND
1727524796,95, GA
1600812417,50, SC
60489712,46, AZ
930308139,39, WV
1653306171,60, WY
1760283781,80, CT
1365173437,31, AZ
1082495162,36, SC
1468508573,97, OH
837923477,100, FL
1468766095,33, MA
897464156,47, CA
409335979,17, IL
120742948,29, AL
1933490944,70, RI
433907469,28, NH
1651543226,5, VA
882458906,15, TN
391948268,55, AR
1067952500,34, OK
225183533,90, AK
888362547,70, ID
1508991146,66, WY
1656228448,69, NC
66239833,79, NJ
78553453,89, NJ
894335101,97, PA
290810982,30, SC
1678797205,77, CO
1127052248,88, OH
822866261,24, DC
268785862,36, UT
1877081223,12, TN
1239578776,14, MN
425120168,95, MN
1523239051,48, IN
1145729214,75, MD
1278032680,11, MS
1955627202,8, OR
646423276,41, CA
183508105,92, OR
826131165,74, MS
1323185447,16, NC
1248156926,48, MO
1609836038,82, ID
1021500850,56, VT
507552592,105, MS
1549300363,65, WV
1180916084,45, OK
448233013,23, LA
1419924129,36, LA
1229244475,18, MD
1132648913,114, ME
915713774,41, GA
1699799183,107, IA
878060275,39, NE
961877404,23, ME
884908745,46, AL
270033441,12, NC
667732618,13, MI
1013478913,47, TX
974231259,39, MA
665082274,111, CT
1327652241,84, MA
501322777,101, HI
181749111,18, CT
1114838166,12, SD
1100220044,56, IA
233285254,113, OK
1308779103,42, AK
912871391,45, OH
1614170198,10, CA
1485176649,39, UT
1509092946,64, NJ
1108282957,50, AR
897151923,65, NH
836489677,71, AZ
769643473,95, IL
1663626039,73, NV
1408214096,75, TX
1067525963,87, IA
1282710814,98, KY
1022332288,71, IL
1685817546,89, AR
380054345,71, MS
1257885061,52, HI
1879581378,44, WV
219358243,82, AL
1175055492,91, ID
1090533847,10, VT
862219972,113, TN
1465228903,20, NV
65184751,39, AZ
740567100,50, MI
1835467579,11, DE
1383761542,89, MO
1914169372,7, MS
1650093867,66, NV
699787165,109, MT
1682701693,42, WV
1951945405,2, AK
381689777,94, RI
1979213184,1, NE
470715580,99, NY
1263911042,64, NY
68853498,84, AK
984649449,27, WA
304227786,56, NM
452911917,9, MO
1240427280,1, MN
989425944,19, SC
535041318,92, MO
549043173,20, IL
1445796573,96, CA
172646255,93, AK
976590442,89, AR
1770883527,107, MT
80648566,84, MT
1106073259,103, KY
585161141,108, MS
1585525947,97, MS
747585180,94, CO
1279541334,114, AL
474647622,23, ME
1317386891,51, ID
1074773628,74, TX
964410496,91, IN
1620601965,79, HI
1846247994,80, VT
1053261496,102, MS
515650476,49, NM
486669984,87, MI
1136151434,69, MS
304694438,25, LA
558913291,89, AZ
1048676840,22, TN
1062271201,114, CT
18276062,89, SC
181555429,105, VT
449496966,83, KY
907692877,90, NC
1185975283,39, GA
1625198430,16, MO
1988405204,67, NE
195618028,90, AK
1819789947,57, DC
1571092311,60, IL
1388269156,98, LA
933546346,93, AR
1858320979,14, NV
531574192,23, MD
1003570544,42, NH
226370789,55, AR
1183345955,58, IA
8906937,52, NE
1117643891,25, PA
799391993,18, NV
1764313639,16, MO
1904808927,88, KY
1658464274,18, VA
1027411477,50, OK
1227500327,90, NE
1597683626,74, NH
197994816,29, UT
1224657170,60, HI
1100653769,43, KY
446750183,34, OK
1757563812,91, OR
416663301,22, LA
1782498313,10, LA
1879776298,32, ME
955320626,40, MI
310331733,25, GA
1097217286,80, OK
1147080304,26, WA
20282144,102, FL
811359240,78, AR
672015614,109, KY
976457761,108, MN
1214500351,98, MI
1435650659,66, ME
1691315099,38, NY
1462957886,86, OH
217668379,38, MO
1006299060,48, MN
1825730930,6, OK
1660587479,38, ND
198015279,87, NV
1722948196,73, NJ
427027393,4, NJ
141569470,81, DC
107244602,51, CO
1746236764,8, SD
806739839,58, AZ
979554937,93, VT
1637161126,68, NC
1353141122,99, MO
1142511519,51, AK
313896831,69, NE
1485295539,102, MA
1579833760,77, SD
895291516,63, ME
783841947,27, TX
1134477076,100, ND
453132907,75, CO
916783307,79, AZ
1726700213,19, NJ
124126677,42, IA
566402784,101, CT
1318900080,36, DC
1746252980,25, WY
1722789505,67, MD
129244883,14, MD
975632604,106, UT
1252737209,110, VA
1433503874,30, AR
1627411908,41, IL
1077174673,82, NV
1616741273,60, HI
27714760,28, NM
1393915889,53, KS
256998357,109, IL
1320894085,49, KY
1402122158,6, PA
764182447,75, AL
177926348,76, NC
684347143,49, WY
1385375769,63, MI
1060943103,73, ME
1289620141,39, IA
1458331960,44, VT
1549659105,41, HI
1742769493,104, WY
677283399,35, KY
1660736550,8, MN
126511477,10, VA
1656744378,98, NH
700006863,5, FL
1174897815,39, ME
245299898,62, PA
1212087583,53, NM
434600664,18, TX
1128332279,13, PA
681700148,25, IL
903403236,79, MN
952958875,101, AL
1888143754,105, AR
1652156779,99, ME
694938563,93, WA
1319615878,13, MN
130197988,86, ME
635571586,28, GA
1265962698,76, UT
662728426,59, WY
377688218,64, AR
170249525,5, IA
336267967,92, OH
219423761,68, IL
1655857723,32, MN
749730015,105, WA
1054375858,96, OK
1928083328,67, VT
672302203,18, MN
487455732,6, RI
227343561,15, WI
1219672943,41, IL
618349742,25, MA
25110173,13, WY
1356625512,5, WA
421848728,73, CT
376782973,101, KS
85532822,84, NY
282081383,35, CT
935918142,105, HI
760868562,59, WV
300850529,101, AR
437585601,19, NY
893222244,94, PA
1821327129,65, MO
927673755,10, HI
727473243,27, CT
313159517,7, VA
1366277796,60, WI
760255402,61, CO
1039126040,57, TX
369615753,105, NV
